transaction_id,customer_id,province,age_group,account_type,merchant,category,amount,currency,status,txn_date,txn_month,txn_year
efc4fe07-30ba-413b-91f8-00037842a000,ec21f20a-d162-434d-97d3-455d9a09c2b9,MB,26-35,savings,Fortis BC,utilities,133.27,CAD,completed,2025-04-05,2025-04,2025
abbfe5e0-005f-47de-b807-9b1e43638e28,9e80365b-8f22-4d01-8022-32eac3d49d70,AB,18-25,chequing,Fortis BC,utilities,237.03,CAD,completed,2025-02-03,2025-02,2025
bfa9fe54-d637-4ec6-a3b9-3280f7048459,e7353145-e528-4a7a-8f36-87f35bd77529,SK,55+,premium,Air Canada,travel,194.46,CAD,completed,2025-03-18,2025-03,2025
d145080e-a690-4ad8-a0b4-95d401946e53,fe83422d-7866-41be-95ce-6bcd1e264a16,SK,26-35,premium,Telus,utilities,48.74,CAD,completed,2025-10-13,2025-10,2025
193a981a-fe03-400b-9d94-7432c3460ce8,9300c72f-ee87-4af0-b96a-70864c472e6a,ON,46-55,premium,Sport Chek,shopping,490.96,CAD,completed,2025-09-25,2025-09,2025
691ce780-1286-444e-aaf8-f1150b97b5f7,a5e93fdd-b19e-45c2-90e5-77bb1133312e,QC,46-55,savings,Airbnb,travel,1821.58,CAD,pending,2025-08-08,2025-08,2025
282cedce-5739-4ec4-823f-bf2d2beef464,37056691-04b6-4d55-8432-3c9a506d7f65,BC,18-25,savings,Interac e-Transfer,transfers,3108.93,CAD,completed,2025-11-17,2025-11,2025
ca080594-06f7-44dc-a6f6-ae720a6b9f87,f211a289-afb8-47fd-85fb-afcb0bfc998f,BC,36-45,premium,Telus,utilities,175.29,CAD,completed,2025-03-30,2025-03,2025
6efa2d2e-fb76-463b-afa6-757002d9ba92,37965d14-8a6c-44d5-830d-192a162a284e,SK,46-55,premium,Save-On-Foods,groceries,55.39,CAD,completed,2025-12-19,2025-12,2025
958f4959-6a3c-4425-b024-3fd9de7e1866,67617dfd-c724-4b33-995d-8b89a3d34058,ON,26-35,chequing,WestJet,travel,617.96,CAD,completed,2025-12-28,2025-12,2025
9f3ae128-672b-43a4-b6c4-f56095fdc13c,60cb6b57-fe37-48d0-b69c-ab6a634d3569,MB,46-55,chequing,WestJet,travel,188.8,CAD,completed,2025-11-17,2025-11,2025
a01fdb19-ab23-4835-8f46-ef522c906f9e,31685edb-c9e6-49c3-8121-79c1aec86550,BC,36-45,premium,Apple TV,entertainment,89.63,CAD,completed,2025-11-28,2025-11,2025
504417d1-8a4d-42f4-aa6a-2034c7947298,3022c1ea-9ebf-4baa-97ab-0626a979852f,QC,26-35,savings,BC Hydro,utilities,211.86,CAD,completed,2025-03-26,2025-03,2025
cfd74ee0-95e4-460c-bf54-282392901eac,37056691-04b6-4d55-8432-3c9a506d7f65,BC,18-25,savings,Wise,transfers,3747.3,CAD,completed,2025-03-05,2025-03,2025
14ad843d-02a0-4809-8903-dd61078f07d0,bf24730a-3e3c-4b7d-835d-8a7e46400ad7,AB,46-55,chequing,Shaw,utilities,183.94,CAD,pending,2025-10-04,2025-10,2025
40d03580-0811-4f62-aaba-ae0dd6cdf091,e2683a80-134c-4884-aeed-97dfb59d286e,ON,36-45,savings,Air Canada,travel,206.86,CAD,completed,2025-06-15,2025-06,2025
5e6461d8-22d5-4b37-b390-4ca37ffbc704,479f6414-fb31-41fd-a584-87ea1c39501c,ON,36-45,savings,Telus,utilities,35.69,CAD,failed,2025-10-22,2025-10,2025
7e7c357a-c4b6-4401-8f51-9056d07b6766,31685edb-c9e6-49c3-8121-79c1aec86550,BC,36-45,premium,Starbucks,food_and_drink,119.95,CAD,pending,2025-01-21,2025-01,2025
de4cb8ab-a487-45bf-82c0-89498b9aaaba,9300c72f-ee87-4af0-b96a-70864c472e6a,ON,46-55,premium,Esso,transport,38.96,CAD,completed,2025-04-03,2025-04,2025
1f7edf7f-a522-4031-a59b-282be869a693,b400cfb8-c243-4f06-a6af-b2e03aa5d9f2,ON,26-35,premium,H&M,shopping,513.31,CAD,completed,2025-08-29,2025-08,2025
dd7e3314-f18b-4f21-bba9-5aba95366590,c7cabb0c-26f3-45bb-8605-4dca35137b61,QC,36-45,chequing,Amazon,shopping,276.65,CAD,completed,2025-06-18,2025-06,2025
f90ace4f-6d93-4be9-abae-b5b77cbe9185,281994e1-5b84-435d-8d21-49630e17dfce,BC,55+,premium,Expedia,travel,612.02,CAD,pending,2025-01-19,2025-01,2025
e20c1ddc-c8be-442d-b979-ff07542e575b,81a13af3-cec9-4557-971f-aed12dc25dc3,SK,55+,premium,Safeway,groceries,101.21,CAD,completed,2025-07-26,2025-07,2025
d196f17f-2fd8-4dab-8914-40f666857de8,179acbdd-c84f-479f-9ced-286166e7ae38,SK,18-25,chequing,A&W,food_and_drink,80.63,CAD,completed,2025-07-31,2025-07,2025
45c95a73-e6b3-443b-82c6-879fa07c755d,9e80365b-8f22-4d01-8022-32eac3d49d70,AB,18-25,chequing,Apple TV,entertainment,107.54,CAD,completed,2025-11-17,2025-11,2025
d86a7191-a2d1-479a-8571-774915fb0436,0ba8eab6-6496-4011-839a-65e9950e6549,BC,55+,chequing,A&W,food_and_drink,28.41,CAD,completed,2025-05-28,2025-05,2025
d3a60e90-f674-461f-9c69-66da24f2bf1d,280d34cb-1941-476a-9016-51614cb74b8b,SK,26-35,savings,Booking.com,travel,286.78,CAD,completed,2025-12-30,2025-12,2025
557fc06a-3dbb-4ff1-8bd1-a17887a68a51,5a70cf2a-dd0e-4fc3-9ae6-3181c92efa6e,MB,55+,savings,City of Victoria,utilities,151.18,CAD,completed,2025-02-17,2025-02,2025
0f974379-35e2-4b40-b542-c31c1cd8ca3a,4d7db4be-b0e6-4447-bf86-64c722ae644b,MB,55+,chequing,Walmart,groceries,143.82,CAD,failed,2025-03-20,2025-03,2025
85184449-8771-44cd-8f8a-3525f4609dbc,872da5d4-c5f4-46e8-9200-aa3f85312b7d,ON,46-55,premium,Shaw,utilities,141.95,CAD,completed,2025-09-05,2025-09,2025
04d776f3-fb45-4590-bb7b-589d38c1f176,12627e55-fbdb-408f-b59d-ffcd80cbaa1f,SK,36-45,savings,Cineplex,entertainment,95.7,CAD,completed,2025-04-08,2025-04,2025
31e739ae-f59b-4ff2-a713-31fca0c29394,3b5e0c44-b184-4a99-87ac-3e5647379964,ON,46-55,chequing,Microsoft 365,subscriptions,38.58,CAD,completed,2025-05-22,2025-05,2025
0c1254c0-a16d-48e4-bcb9-ed9bbc07c244,901e529b-03e3-4f6f-a131-0c9c52f1a8ec,SK,55+,chequing,Sport Chek,shopping,281.8,CAD,completed,2025-01-02,2025-01,2025
8676c61b-fe01-40d6-bf3c-425f9129e376,60cb6b57-fe37-48d0-b69c-ab6a634d3569,MB,46-55,chequing,City of Victoria,utilities,214.24,CAD,failed,2025-09-08,2025-09,2025
96da9654-3ba9-4137-b193-c0cf559a50e9,3022c1ea-9ebf-4baa-97ab-0626a979852f,QC,26-35,savings,Airbnb,travel,1100.23,CAD,completed,2025-10-10,2025-10,2025
cad60a0b-6956-49c4-817c-1a0e7ce00c13,9300c72f-ee87-4af0-b96a-70864c472e6a,ON,46-55,premium,GitHub,subscriptions,21.97,CAD,completed,2025-12-24,2025-12,2025
d98520cc-21c3-434f-9fb9-356f43998f10,2720bdc0-187e-444c-9526-6a31cb7c58ea,BC,18-25,savings,RBC Transfer,transfers,1921.02,CAD,completed,2025-06-12,2025-06,2025
c5d59a62-ae69-4f38-ac16-aa5f74922487,bf58c3eb-521c-455f-80e6-27171bd66e64,BC,36-45,premium,Expedia,travel,1425.19,CAD,completed,2025-12-06,2025-12,2025
f68e5c98-25d2-44c0-a2cb-6a7f17e6f615,a8e89687-c4af-4f20-a1fc-acee3df39428,MB,36-45,chequing,BC Transit,transport,40.89,CAD,completed,2025-09-15,2025-09,2025
2f43f542-5058-4f7b-be8b-d8eccd9de67b,d4a16e7e-aeea-49e5-91a1-4c8147039391,QC,55+,premium,LifeLabs,healthcare,437.46,CAD,completed,2025-09-27,2025-09,2025
f6958403-3000-4944-bf45-ae759988f117,81a13af3-cec9-4557-971f-aed12dc25dc3,SK,55+,premium,Subway,food_and_drink,88.08,CAD,failed,2025-03-21,2025-03,2025
6057e963-e66e-46c6-9ced-f7c57f1318d8,93599ec8-000b-4ab7-8119-231b85bc32fd,MB,36-45,premium,Airbnb,travel,1573.97,CAD,completed,2025-11-16,2025-11,2025
b8c9f702-2335-4ba1-bebc-6163cb2e3907,81463996-a9d8-46fe-9b08-20e258837c34,AB,55+,savings,IKEA,shopping,525.12,CAD,failed,2025-10-01,2025-10,2025
7fb16b31-2b4f-48cd-a071-8e18af9f6f7a,a5e93fdd-b19e-45c2-90e5-77bb1133312e,QC,46-55,savings,LifeLabs,healthcare,320.86,CAD,pending,2025-01-19,2025-01,2025
ff3cad24-f4b3-40d8-b377-3abc79ae0378,1da63ad3-f8de-460c-b978-d097cba97484,ON,46-55,savings,Safeway,groceries,78.08,CAD,completed,2025-02-16,2025-02,2025
5918bd4f-98f4-4ffe-b005-efed373c8c13,9f4bbe7d-f574-4f20-828b-5a07c02592d5,BC,55+,chequing,Walmart,groceries,230.51,CAD,completed,2025-03-27,2025-03,2025
4e6509b0-6b23-48b2-a6e9-c6a54c75547b,81463996-a9d8-46fe-9b08-20e258837c34,AB,55+,savings,BC Hydro,utilities,228.75,CAD,completed,2025-01-29,2025-01,2025
b0039808-6683-4035-b6a8-221ca5ecf196,8313facf-8b52-4a64-95db-bf281344e081,MB,26-35,premium,London Drugs,healthcare,199.92,CAD,completed,2025-09-29,2025-09,2025
97ab5d7c-f6ea-4212-8a73-61036053556e,281994e1-5b84-435d-8d21-49630e17dfce,BC,55+,premium,PayPal,transfers,3412.18,CAD,completed,2025-03-31,2025-03,2025
a26dabc2-5d96-45a6-9165-77ef82afae64,79e27277-9ce6-4ebd-8920-df184365b954,ON,18-25,chequing,PayPal,transfers,4355.49,CAD,completed,2025-10-26,2025-10,2025
e235f731-2ecf-43ec-bbd7-3aad79237542,af9f8cc9-63ce-4e75-89b8-dc2d6bb5f7fa,AB,26-35,premium,Steam,entertainment,96.54,CAD,completed,2025-05-11,2025-05,2025
60c1241e-cda8-447e-afac-ab3428ee4b57,df0f6dd5-981f-4c80-b67c-3dfc63e5f2d7,QC,55+,chequing,Subway,food_and_drink,108.37,CAD,completed,2025-12-13,2025-12,2025
84775e77-0928-4e92-91b7-0ad9e397f898,b519a6df-a5fe-4efa-aa51-38858f6d6ab5,BC,18-25,savings,Lyft,transport,8.22,CAD,pending,2025-06-03,2025-06,2025
f038a005-7261-4a77-a203-42997351b97d,1f0e1c73-fee8-4ef1-8c9e-3d15d76d3c44,MB,46-55,premium,H&M,shopping,556.9,CAD,completed,2025-04-12,2025-04,2025
2a5816ab-e69b-4fa7-bfee-933b31af106f,6fbe844e-435d-4609-8f99-cae254d04b51,ON,46-55,chequing,Expedia,travel,257.97,CAD,pending,2025-07-03,2025-07,2025
1aee9175-09a2-4220-bf3e-94a08c56637b,c44ae215-7d74-4108-bac1-15c4e2971dcf,ON,18-25,savings,Shaw,utilities,248.39,CAD,completed,2025-12-04,2025-12,2025
25a8a69a-136b-4d45-a79b-94b9a0ee32f1,20885da1-f855-438d-aaf4-dbc2e4865397,AB,46-55,premium,BC Hydro,utilities,31.78,CAD,pending,2025-09-12,2025-09,2025
5b9e6110-10d4-40da-aa37-ea047964840a,bc4deecf-8d32-4ad8-865a-85a51e076040,ON,26-35,chequing,Steam,entertainment,124.56,CAD,completed,2025-11-22,2025-11,2025
66657464-e74b-4baa-8b74-831d5cc7314c,38ba6a9c-cee8-4f2e-8dcf-4f60531a0d29,MB,46-55,premium,PayPal,transfers,1260.63,CAD,failed,2025-02-19,2025-02,2025
5080a8ea-0a7a-4a10-a8ea-178d67798be6,c8b2971f-ac86-4fc1-b9c2-6cd422a54f82,BC,26-35,savings,Subway,food_and_drink,40.53,CAD,completed,2025-10-24,2025-10,2025
81eaa5b0-0388-4038-b2db-a404cd2db2c8,a800ad02-1fb6-4d92-8778-392365e1d2af,QC,26-35,chequing,Lyft,transport,9.49,CAD,completed,2025-08-01,2025-08,2025
58d34a1f-9e32-4e4f-9c5e-095b1c74aca6,af4afb85-e90b-45ad-a833-8d4ea90e4a60,QC,18-25,chequing,Apple TV,entertainment,33.37,CAD,completed,2025-09-29,2025-09,2025
0207dd77-54f0-4657-9fdd-fa692adbb763,237e6a1f-9e8c-4029-953e-446163dfb07c,SK,36-45,premium,Shaw,utilities,212.7,CAD,completed,2025-06-01,2025-06,2025
475bf542-6e45-4cbf-8a54-15cdfb963cc2,940695b4-0000-4285-a797-d49612f6839e,SK,55+,savings,LifeLabs,healthcare,406.03,CAD,completed,2025-03-14,2025-03,2025
b53c3d6f-ad71-4c6c-8abe-d1f434a2c7e8,4e52538b-68e0-426f-959c-66019e0c7501,AB,26-35,chequing,Spotify,entertainment,173.15,CAD,pending,2025-07-07,2025-07,2025
fd6c1c6e-48ed-4746-a4e6-692f5f77b4f7,499d6110-5baa-43c6-9316-6302b8d44490,QC,36-45,savings,Sport Chek,shopping,25.93,CAD,completed,2025-08-21,2025-08,2025
f2bf8916-91a5-4a85-8b2c-1870963b0527,7961722d-3acd-4aa4-89c8-507b10e77df7,QC,55+,chequing,Shaw,utilities,158.6,CAD,completed,2025-12-12,2025-12,2025
0ebaa108-2b8b-456a-afb6-196a292971d7,0921cb42-7d9c-4dce-809d-6684cc9baefc,MB,55+,chequing,Booking.com,travel,98.8,CAD,completed,2025-11-09,2025-11,2025
86a9aded-6b88-41eb-bf3a-03422b54ec50,e046e42c-bc74-4a14-944a-3583e0d38258,SK,36-45,premium,Save-On-Foods,groceries,194.27,CAD,failed,2025-06-04,2025-06,2025
92e3b7eb-ba17-4c22-a2f9-946e9188af8d,a8e89687-c4af-4f20-a1fc-acee3df39428,MB,36-45,chequing,Amazon,shopping,106.59,CAD,completed,2025-06-05,2025-06,2025
28832fbc-d164-4631-a447-b4cc98c6bb90,e2683a80-134c-4884-aeed-97dfb59d286e,ON,36-45,savings,Loblaws,groceries,38.19,CAD,completed,2025-07-18,2025-07,2025
c9648785-d569-43b6-b1d9-084d63e66ffe,81a13af3-cec9-4557-971f-aed12dc25dc3,SK,55+,premium,LifeLabs,healthcare,341.83,CAD,pending,2025-03-21,2025-03,2025
513bf2a4-3950-4031-9571-70d2a48087b0,c8b6f5ba-589f-41b8-a6c7-a4fa331bf320,MB,18-25,premium,Loblaws,groceries,251.77,CAD,completed,2025-05-24,2025-05,2025
bf1b138c-38ac-4ec1-b494-ef029538ffaa,14be5fa4-19b7-4157-892a-f53fac8e2d61,SK,55+,savings,LifeLabs,healthcare,124.29,CAD,completed,2025-07-05,2025-07,2025
156c9cd1-dcce-4f11-8d75-dad992498a86,446dce13-c227-4770-bedb-ac3e7eeca6e3,AB,36-45,chequing,Pharmasave,healthcare,281.34,CAD,completed,2025-07-23,2025-07,2025
9e5fdd88-b1e9-4d90-9c4b-bae0738dd96c,27522ff1-16b5-465d-a771-a3c6fae6fc73,AB,46-55,premium,Spotify,entertainment,193.9,CAD,completed,2025-12-06,2025-12,2025
61a1dc58-917a-4165-88db-892764f92d10,f211a289-afb8-47fd-85fb-afcb0bfc998f,BC,36-45,premium,Interac e-Transfer,transfers,4855.76,CAD,completed,2025-05-05,2025-05,2025
5a50d3f8-d961-4260-9ced-eb9b4906ffa8,f4a3a552-cee4-4b0a-818a-a9d41c03e05a,SK,36-45,chequing,PayPal,transfers,1033.98,CAD,pending,2025-04-21,2025-04,2025
1a58be82-1c8b-44c2-b2b1-599000ed1318,0921cb42-7d9c-4dce-809d-6684cc9baefc,MB,55+,chequing,Shoppers Drug Mart,healthcare,391.7,CAD,completed,2025-03-16,2025-03,2025
a03948bc-7894-40ad-b00c-2bff829f0f8a,7fd322bb-9e21-4812-ac10-d9ffd2f2400b,ON,18-25,savings,Microsoft 365,subscriptions,16.28,CAD,completed,2025-12-05,2025-12,2025
ab036876-3320-47c0-acc9-e96a4cb63e73,d17d7348-eaf2-4872-8cef-01e0f01c30b5,ON,55+,premium,Uber,transport,3.65,CAD,pending,2025-06-15,2025-06,2025
f6ffe968-d68b-4e08-abfd-60cf7385be90,462617ef-bd14-4bd9-bb05-fd78184381aa,MB,46-55,chequing,Uber,transport,23.07,CAD,failed,2025-08-04,2025-08,2025
0d017595-5959-4673-8953-a776b327353b,8109f8c0-6aeb-4b39-a901-5b0d5a63400e,AB,36-45,premium,Save-On-Foods,groceries,226.24,CAD,completed,2025-07-05,2025-07,2025
68591330-4e3d-43b0-ab50-5594f55561e5,179acbdd-c84f-479f-9ced-286166e7ae38,SK,18-25,chequing,PayPal,transfers,554.18,CAD,pending,2025-01-23,2025-01,2025
b0e4e1f7-8a3f-47b3-9d98-96f6462fd219,7b97016e-1b39-4d48-8da1-ec5a4d608e22,MB,55+,premium,Adobe,subscriptions,18.57,CAD,completed,2025-09-03,2025-09,2025
ad7198b2-a913-4977-8082-b3ec7496e5d7,e7353145-e528-4a7a-8f36-87f35bd77529,SK,55+,premium,H&M,shopping,553.59,CAD,failed,2025-08-16,2025-08,2025
183de534-6324-4766-9de4-3e142365e728,313741a1-2ae9-4f75-bb22-9f3f1007ba54,MB,36-45,premium,Costco,groceries,103.41,CAD,completed,2025-03-06,2025-03,2025
ce01de97-e08e-4f54-a97a-8b934fcaddff,27522ff1-16b5-465d-a771-a3c6fae6fc73,AB,46-55,premium,Wise,transfers,3169.05,CAD,completed,2025-11-02,2025-11,2025
8bc2b908-3242-4b7e-b1fe-79c61fc31135,fc7e4f1b-c4fb-45a4-9883-07426b4b36da,ON,36-45,chequing,City of Victoria,utilities,129.82,CAD,completed,2025-02-20,2025-02,2025
c2388c2f-d85f-43bd-8b77-635d0d0c5cff,15583187-5179-4ff3-9593-205932deb7b7,QC,36-45,premium,Loblaws,groceries,257.31,CAD,failed,2025-04-21,2025-04,2025
54309952-1cd4-4035-b521-8a87b78acf30,2fd82f23-f261-4ab5-a9aa-eed1e89e7815,MB,18-25,chequing,Expedia,travel,1781.78,CAD,completed,2025-08-21,2025-08,2025
752e007e-a50d-40c8-bafc-5786cba05e36,e7353145-e528-4a7a-8f36-87f35bd77529,SK,55+,premium,IKEA,shopping,587.75,CAD,completed,2025-06-10,2025-06,2025
